thread   m   n    time   rate
1	10000	5000000	6m24.875203437s	12991.224052
2	10000	5000000	4m3.138587527s	20564.403416
3	10000	5000000	2m34.346480217s	32394.648669
4	10000	5000000	1m50.200860138s	45371.696679
5	10000	5000000	1m29.718786463s	55729.688253
6	10000	5000000	1m12.92469698s	68563.877631
7	10000	5000000	1m2.008388196s	80634.252001
8	10000	5000000	55.79088284s	89620.377837
9	10000	5000000	47.020639969s	106336.281329
10	10000	5000000	40.978105906s	122016.376537
11	10000	5000000	39.959163002s	125127.746038
12	10000	5000000	35.376229763s	141337.842769
13	10000	5000000	30.589525627s	163454.643297
14	10000	5000000	25.357327853s	197181.660031
15	10000	5000000	23.602203921s	211844.623355
16	10000	5000000	24.042507939s	207964.993198
17	10000	5000000	19.267459149s	259504.896901
18	10000	5000000	18.393578068s	271834.005408
19	10000	5000000	18.401505715s	271716.895206
20	10000	5000000	18.387760123s	271920.014540
21	10000	5000000	17.456586531s	286424.839766
22	10000	5000000	17.387629778s	287560.758070
23	10000	5000000	18.680902064s	267653.027829
24	10000	5000000	18.204027255s	274664.497584
25	10000	5000000	17.58654017s	284308.337607
26	10000	5000000	17.66387835s	283063.543630
27	10000	5000000	16.684054544s	299687.344393
28	10000	5000000	16.708650465s	299246.190497
29	10000	5000000	16.433516235s	304256.248541
30	10000	5000000	16.000704382s	312486.243145
31	10000	5000000	16.722379816s	299000.504415
32	10000	5000000	16.690902696s	299564.384927
33	10000	5000000	15.655051551s	319385.725669
34	10000	5000000	15.984692627s	312799.258433
35	10000	5000000	15.847303561s	315511.088732
36	10000	5000000	16.06978319s	311142.965707
37	10000	5000000	15.842978052s	315597.230747
38	10000	5000000	15.351010098s	325711.465765
39	10000	5000000	15.912562603s	314217.145581
40	10000	5000000	15.829519026s	315865.566843
41	10000	5000000	15.834546381s	315765.281789
42	10000	5000000	15.826817824s	315919.476398
43	10000	5000000	15.967760031s	313130.958274
44	10000	5000000	15.775533492s	316946.492018
45	10000	5000000	14.769227909s	338541.732229
46	10000	5000000	15.193120781s	329096.310894
47	10000	5000000	15.898613687s	314492.829277
48	10000	5000000	16.724319254s	298965.830780
